society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,facing,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,latitude,longitude
ashiana mulberry,Sohna,1.8,10405.0,3,3,3+,11,North-East,New Property,1542.0,1,0,0,0,1,Unknown,3,28.2714492,77.0661454
sobha city,Sector 108 ,3.95,19720.0,3,3,3,8,North-East,Relatively New,1785.0,0,0,0,1,0,Semi-Furnished,0,28.51683055555556,76.99517222222222
smart world gems,Sector 89 ,1.35,11175.0,2,2,2,1,North-East,New Property,1000.0,1,0,1,0,0,Unknown,0,28.424968,76.9450171
godrej air,Sector 85 ,2.05,14580.0,2,2,3,15,North-East,New Property,1406.0,1,0,1,0,0,Unknown,0,28.40616969972222,76.95152319972223
tulip violet,Sector 69 ,2.45,15526.0,3,3,2,11,East,Relatively New,1420.0,0,0,0,1,0,Semi-Furnished,4,28.393308743347585,77.03361593912305
godrej air,Sector 85 ,2.6,14016.0,3,3,3,7,East,New Property,1855.0,0,0,0,1,0,Unknown,0,28.4087941,76.9490025
conscient heritage max,Sector 102 ,2.5,12913.0,3,4,3+,10,East,Moderately Old,1725.0,0,1,0,0,0,Semi-Furnished,1,28.47041897222222,76.97031597222222
dlf ridgewood estate,DLF Phase 4,3.35,23692.0,3,3,1,8,North-West,Old Property,1407.0,0,0,0,0,1,Semi-Furnished,0,28.4646329,77.0809541
unitech uniworld gardens 2,Sector 47 ,1.4,14388.0,2,2,2,10,East,Moderately Old,922.0,0,0,0,0,1,Semi-Furnished,25,28.42508886111112,77.0410156111111
sobha city,Sector 108 ,4.0,19970.0,3,3,3,7,North-East,Relatively New,1785.0,0,0,0,0,1,Semi-Furnished,10,28.5156888,76.9936708
dlf the skycourt,Sector 86 ,2.27,11768.0,3,3,1,6,East,Relatively New,1600.0,0,0,1,0,0,Semi-Furnished,3,28.3974389,76.9343939
smart world gems,Sector 89 ,1.25,10348.0,2,2,3,1,North-East,Relatively New,1077.0,1,0,0,1,0,Unknown,21,28.424366899722223,76.94435649972223
emaar mgf the palm drive,Sector 66 ,4.15,21282.0,3,3,3,10,North,Moderately Old,1920.0,0,0,1,0,0,Semi-Furnished,16,28.402077777777777,77.05166666666666
smart world orchard,Sector 61 ,2.47,15486.0,3,3,2,3,North,New Property,1422.0,0,0,1,0,0,Semi-Furnished,6,28.4084624,77.0996185
ashiana anmol,Sector-33 Sohna,2.25,11943.0,3,4,3+,5,North,New Property,1678.0,0,1,0,1,0,Semi-Furnished,16,28.286093,77.0707616
sobha city,Sector 108 ,3.55,20748.0,3,3,3,14,North,New Property,1401.0,0,1,0,1,0,Unknown,6,28.5167,76.99415555555555
dlf beverly park,DLF Phase 2,7.8,25507.0,3,4,3,6,North-East,Old Property,3000.0,1,1,0,0,0,Semi-Furnished,0,28.4810435,77.0811481
vatika gurgaon 21,Sector 83 ,1.55,10801.0,2,2,2,15,South,Old Property,1279.0,1,1,0,0,0,Semi-Furnished,22,28.394609,76.969109
unitech fresco,Nirvana Country,2.48,15224.0,3,2,3+,9,West,Old Property,1250.0,0,0,1,0,0,Furnished,18,28.4152,77.05976111111111
mahindra aura,Sector 110 A ,2.9,14202.0,3,3,3+,10,South-West,Moderately Old,1820.0,0,1,0,0,0,Semi-Furnished,0,28.51290277777778,77.02622222222222
dlf new town heights,Sector 91 ,2.5,10575.0,4,4,3+,9,South,Relatively New,2107.0,0,1,0,1,0,Unknown,3,28.4021003,76.9158402
ireo the corridors,Sector 67A ,3.11,16198.0,3,4,2,5,North-West,Relatively New,1918.0,0,1,0,0,1,Semi-Furnished,5,28.38254740397222,77.06754952669444
sobha city,Sector 108 ,4.2,20270.0,3,4,2,22,North,New Property,1847.0,0,1,0,0,1,Unknown,0,28.516912444444444,76.99444577777778
ireo the grand arch,sector 58 ,3.15,19385.0,2,2,1,2,South,Relatively New,1420.0,1,0,0,0,0,Semi-Furnished,0,28.4131459,77.1121896
sobha city,Sector 108 ,4.1,20469.0,3,4,3,16,West,Relatively New,1628.0,1,0,0,0,0,Unknown,0,28.516395555555555,76.99411772222223
ats triumph,Sector 104 ,4.15,13175.0,4,4,3+,4,North,Relatively New,2812.0,0,1,0,0,0,Semi-Furnished,16,28.477248535402,76.986079172918
tarc ishva,Sector 63A ,6.7,22750.0,3,3,3,21,North,Under Construction,2625.0,0,1,0,0,0,Unknown,5,28.393123865254,77.084637313581
emaar digihomes,Sector 62 ,5.65,22010.0,3,3,3,9,North,Relatively New,1850.0,0,1,0,0,0,Furnished,1,28.40408109972222,77.08504429999999
hero homes,Sector 104 ,2.45,14506.0,3,3,3,15,North-East,New Property,1464.0,0,0,0,1,0,Semi-Furnished,12,28.4837769,76.9942208
tulip yellow,Sector 69 ,2.32,13615.0,3,3,3+,20,East,New Property,1466.0,0,0,0,1,0,Unknown,15,28.3937679399952,77.0364331852094
godrej meridien,Sector 106 ,3.07,16550.0,3,3,3+,6,East,New Property,1466.0,0,0,0,1,0,Semi-Furnished,6,28.50716388888889,77.002325
m3m heights,Sector 65 ,3.9,19024.0,3,3,3+,36,East,New Property,1948.0,0,1,0,0,0,Semi-Furnished,0,28.40520001194203,77.06599053558709
smart world orchard,Sector 61 ,2.55,14895.0,3,3,2,3,East,New Property,1650.0,1,0,0,0,0,Semi-Furnished,19,28.408466797797523,77.09929519309175
max estate 360,Sector 36A ,5.99,22941.0,3,3,3,31,East,Under Construction,1945.0,1,0,0,0,0,Unknown,0,28.4231,76.96301
parsvnath exotica,Sector 53 ,7.0,26415.0,3,4,3+,6,South,Old Property,2362.0,0,1,0,0,0,Semi-Furnished,14,28.444699496090816,77.09955940451408
spaze privvy the address,Sector 93 ,1.35,9740.0,2,2,3+,3,East,Moderately Old,1200.0,0,1,0,0,0,Semi-Furnished,0,28.4137899,76.9352904
m3m capital,Sector 113  ,2.03,15496.0,2,2,2,10,West,Relatively New,1168.0,1,1,0,0,0,Unknown,0,28.5324813,77.01872919972222
dlf the ultima,Sector 81 ,3.6,16886.0,3,3,2,7,North-East,New Property,1900.0,1,1,0,0,0,Semi-Furnished,6,28.388851400000004,76.9500664
emaar imperial gardens,Sector 102 ,2.4,11852.0,3,4,3+,15,West,Relatively New,2328.0,0,1,0,0,0,Semi-Furnished,4,28.48055833333333,76.96954444444445
county the center court,Sector 88A ,2.9,13333.0,3,4,3+,22,East,New Property,1772.18,0,1,0,0,0,Semi-Furnished,0,28.4296507,76.949543
ats tourmaline,Sector 109 ,2.35,13429.0,3,3,2,9,East,Relatively New,2011.0,0,1,0,0,0,Semi-Furnished,3,28.51583611111111,77.00470833333334
m3m mansion,Sector 113  ,4.5,19214.0,3,4,3+,25,East,Under Construction,2087.0,1,0,1,0,0,Semi-Furnished,0,28.524342413422,77.028096150292
breez global hill view,Sohna,0.55,8029.0,2,2,1,18,East,Relatively New,788.0,1,0,1,0,0,Furnished,3,28.4134,77.040614
malibu towers,Malibu Town,7.5,20027.0,4,4,3,12,East,Old Property,3338.0,0,1,0,0,0,Semi-Furnished,13,28.422958333333334,77.04045833333333
brisk lumbini terrace homes,Sector 109 ,2.65,9344.0,4,3,1,6,South-West,Moderately Old,2528.0,0,1,0,0,0,Unknown,0,28.51337,77.007362
smart world orchard,Sector 61 ,2.52,15000.0,3,3,3,1,East,New Property,1497.0,0,1,0,0,0,Semi-Furnished,20,28.4098533,77.101045
indiabulls enigma,Sector 110 ,4.68,13970.0,4,5,3,11,North,Moderately Old,2986.0,0,1,0,0,0,Unknown,3,28.500661726644243,77.01081095354465
paras irene,Sector 70A ,2.7,14754.0,3,3,3+,G,North-East,Relatively New,1620.0,1,1,0,1,0,Semi-Furnished,0,28.38563333333333,77.01679166666666
dlf new town heights 2,Sector 86 ,2.45,9859.0,4,4,3+,7,North,Old Property,2215.0,0,1,0,1,0,Semi-Furnished,0,28.407716666666666,76.92993055555556
godrej air,Sector 85 ,3.75,14429.0,4,5,3+,6,North,New Property,2296.0,1,1,1,1,0,Semi-Furnished,0,28.406826737410945,76.95029311952266
godrej meridien,Sector 106 ,3.05,15235.0,3,4,3+,16,North-East,New Property,2002.0,0,1,0,0,0,Semi-Furnished,6,28.506519444444443,76.98867777777778
sobha city,Sector 108 ,7.25,24991.0,4,4,3+,6,East,Under Construction,2901.0,0,1,0,0,0,Semi-Furnished,4,28.515704630287,76.996010072178
dlf regency park 1,DLF Phase 4,2.3,20814.0,2,2,2,15,North-East,Relatively New,1105.0,0,0,0,0,1,Semi-Furnished,0,28.4597446,77.0886248
emaar gurgaon greens,Sector 102 ,1.88,11394.0,3,3,3,8,North-East,Moderately Old,1323.0,0,1,0,0,0,Semi-Furnished,0,28.4727906894486,76.96633467719225
chintels serenity,Block T Sector-109 ,4.5,15385.0,4,5,2,10,North-East,Relatively New,2499.8,1,1,1,1,0,Semi-Furnished,0,28.515422222222224,77.00464722222222
ireo the corridors,Sector 67A ,2.76,15981.0,3,3,2,3,North-East,Relatively New,1414.0,0,0,1,0,0,Semi-Furnished,6,28.3824755,77.0672968
bestech park view city 2,Sector 49 ,4.0,18579.0,3,4,3+,12,North-East,Moderately Old,1919.0,1,1,0,0,0,Semi-Furnished,13,28.4030442,77.04567559972222
godrej air,Sector 85 ,2.21,25315.0,2,2,3,27,North,New Property,873.0,1,1,0,0,0,Semi-Furnished,0,28.408167777777777,76.9513
orchid petals,Sector 49 ,3.7,17952.0,3,3,3+,3,East,Old Property,1837.0,1,0,0,0,0,Semi-Furnished,0,28.4130676,77.0464876
dlf the belaire,Sector 54 ,10.95,36500.0,4,6,3,5,North,Moderately Old,2674.0,1,1,1,1,0,Furnished,25,28.4492,77.10105277777777
bestech park view residency,Palam Vihar,2.2,12360.0,3,3,3+,3,North-East,Moderately Old,1586.0,1,1,1,1,0,Semi-Furnished,15,28.4995594,77.0219206
bestech park view residency,Palam Vihar,2.5,13021.0,3,4,3+,8,North-East,Moderately Old,1711.0,0,1,0,0,0,Semi-Furnished,17,28.4989084,77.0235944
rof ananda,Sector 95 ,0.71,11008.0,2,2,2,9,North-East,Relatively New,742.0,1,0,0,0,0,Semi-Furnished,0,28.414572544812284,76.90454518045017
godrej air,Sector 85 ,2.98,13997.0,3,3,3,10,North-East,New Property,2447.0,0,1,0,0,0,Semi-Furnished,0,28.41022872222222,76.94918058333333
central park flower valley aqua front towers,Sector-33 Sohna,2.6,14533.0,3,3,3,5,East,Relatively New,1594.0,0,1,0,0,0,Unknown,6,28.2860088,77.0786514
tulip white,Sector 69 ,1.45,10935.0,3,2,3,4,North,Moderately Old,1524.0,0,0,0,0,1,Semi-Furnished,6,28.39638611111111,77.03562777777778
dlf new town heights 2,Sector 86 ,2.07,10725.0,3,3,3+,5,North-West,Relatively New,1700.0,0,1,0,1,0,Unknown,1,28.401308333333333,76.93869444444445
bptp terra,Sector 37D ,2.22,12258.0,3,3,3+,16,North-West,Relatively New,1614.0,0,1,0,1,0,Semi-Furnished,0,28.4560277,76.9730867
mapsko paradise,Sector 83 ,1.31,9776.0,3,3,3,4,East,Relatively New,1175.0,0,0,0,0,1,Unknown,0,28.399968642325064,76.96238005566947
chintels serenity,Sector 109 ,2.85,14578.0,3,4,3+,3,East,Relatively New,1742.0,0,1,0,1,0,Semi-Furnished,0,28.5144869,77.0051101
vatika the seven lamps,Sector 82 ,1.57,10979.0,2,2,2,8,North,Moderately Old,1275.0,1,0,0,0,0,Unknown,0,28.391313888888888,76.95804722222222
emaar mgf palm hills,Sector 77 ,2.95,15128.0,4,4,3+,6,North,Relatively New,1847.0,1,1,0,0,0,Semi-Furnished,0,28.386127972222223,76.97909097222222
dlf new town heights 2,Sector 86 ,2.8,11844.0,4,4,3+,17,North-East,Relatively New,2117.0,0,1,0,1,0,Semi-Furnished,20,28.4011909,76.9348593
m3m mansion,Sector 113  ,4.16,19990.0,3,4,3,30,East,Under Construction,2123.0,1,1,0,0,0,Unknown,3,28.524342413422,77.028096150292
hero homes,Sector 104 ,2.35,13914.0,3,3,3,15,East,New Property,1687.0,0,0,1,0,0,Semi-Furnished,6,28.484394977730624,76.9941898458849
hero homes,Sector 104 ,1.97,14496.0,3,2,2,12,North-East,New Property,1164.0,0,0,1,0,0,Semi-Furnished,0,28.4841061,76.9937909
shapoorji pallonji joyville gurugram,Sector 102 ,2.9,15873.0,3,3,2,7,East,Relatively New,1462.0,0,0,1,0,0,Semi-Furnished,3,28.47941149348164,76.97416106277073
vatika seven elements,Sector 89 A ,2.79,11138.0,4,4,3+,4,North-East,Relatively New,2233.0,1,1,0,0,0,Semi-Furnished,0,28.428685972222222,76.942445
alpha corp gurgaonone 84,Sector 84 ,3.35,9755.0,4,4,3+,9,North,Moderately Old,3139.0,0,1,0,0,0,Unknown,1,28.40626699972222,76.96363189972223
ats triumph,Sector 104 ,4.15,13175.0,4,4,3+,17,North-East,Relatively New,2595.0,0,1,0,0,0,Semi-Furnished,6,28.477248535402,76.986079172918
m3m crown,Sector 111 ,3.36,15484.0,3,4,3+,12,West,Relatively New,1934.0,1,0,0,0,0,Unknown,0,28.5324813,77.01872919972222
pivotal paradise,Sector 62 ,1.0,9524.0,3,3,2,6,North-West,Relatively New,833.0,0,0,0,0,1,Unknown,32,28.40638055555556,77.0889611111111
smart world gems,Sector 89 ,1.35,11175.0,2,2,2,1,East,New Property,1077.0,0,0,0,1,0,Semi-Furnished,14,28.4243812,76.9466021
eldeco accolade,Sohna,2.25,10603.0,3,4,3+,5,North-East,Relatively New,1679.0,0,1,0,0,0,Unknown,8,28.259939,77.06448
conscient heritage one,Sector 62 ,3.92,20741.0,3,4,3+,13,North-East,Relatively New,1506.0,1,1,1,1,0,Semi-Furnished,24,28.4027616,77.0892411
smart world gems,Sector 89 ,1.65,11044.0,3,3,3,3,North-East,New Property,1294.0,0,0,1,0,0,Semi-Furnished,5,28.421088099722223,76.94728689972223
elan the emperor ,Sector 106 ,12.6,27155.0,4,5,3+,28,North-East,Under Construction,5333.0,0,1,0,0,0,Furnished,33,77.02664,28.4595
orchid petals,Sector 49 ,5.31,18247.0,5,4,3+,14,North,Moderately Old,2900.0,0,0,0,0,1,Semi-Furnished,0,28.4126112,77.0484742
pareena mi casa,Sector 68 ,1.52,12209.0,2,2,3,15,North-East,New Property,1187.0,0,0,0,0,1,Semi-Furnished,6,28.3874233,77.0425886
vatika sovereign park,Sector 99 ,3.69,13273.0,3,3,3,7,East,Relatively New,1880.0,0,1,0,0,0,Semi-Furnished,24,28.4653975,76.9697484
vatika sovereign park,Sector 99 ,4.7,13988.0,4,4,3,6,East,Relatively New,2350.0,0,1,0,0,0,Semi-Furnished,0,28.4635559,76.96619
krisumi waterfall residences,Sector 36A ,2.73,18458.0,2,2,2,22,North-East,New Property,1318.0,0,1,0,0,0,Semi-Furnished,6,28.4172674,76.9741858
bestech park view grand spa,Sector 81 ,4.65,13401.0,4,6,3+,14,North,Moderately Old,3093.0,0,1,0,0,0,Semi-Furnished,24,28.3920404,76.9478307
tulip crimson,Sector 70 ,4.36,14110.0,4,4,3,10,North-East,New Property,2445.0,1,0,0,0,0,Unknown,0,28.398722222222226,77.01564722222223
dlf the skycourt,Sector 86 ,2.35,12182.0,3,3,3+,12,North,Relatively New,1600.0,0,0,0,0,1,Semi-Furnished,0,28.3963068,76.9352281
conscient heritage max,Sector 102 ,2.5,12873.0,3,4,3,18,North-East,New Property,1731.0,0,1,0,0,0,Semi-Furnished,6,28.4702811,76.971147
antriksh heights,Sector 84 ,1.48,8580.0,3,3,3+,4,South-East,Relatively New,1537.0,0,0,1,0,0,Unknown,13,28.403991666666663,76.96560555555556
godrej air,Sector 85 ,2.05,14643.0,2,2,2,12,North-East,New Property,1200.0,0,0,1,0,0,Semi-Furnished,0,28.406578,76.9511252
conscient heritage one,Sector 62 ,5.05,19209.0,4,4,3+,5,East,Old Property,2343.0,0,1,0,0,0,Semi-Furnished,0,28.4020973,77.089173
conscient heritage one,Sector 62 ,4.84,19153.0,4,4,3+,22,East,Moderately Old,2215.0,0,1,1,1,0,Semi-Furnished,17,28.401963888888886,77.089125
county the center court,Sector 88A ,2.5,13089.0,3,3,3+,20,East,New Property,1530.0,0,1,1,1,0,Unknown,25,28.4309808,76.9520134
birla navya,Sector 63A ,3.7,17233.0,3,3,3+,4,North-East,Relatively New,1914.0,0,1,0,0,0,Semi-Furnished,0,28.3940319,77.09297999972222
hero homes,Sector 104 ,2.35,13914.0,3,3,3,10,North-East,New Property,1464.0,0,0,0,1,0,Semi-Furnished,13,28.4825376,76.9924767
ramprastha the edge towers,Sector 37D ,1.55,8757.0,3,3,3+,6,North-East,Relatively New,1650.0,0,0,0,1,0,Semi-Furnished,7,28.4464084,76.9680611
godrej meridien,Sector 106 ,3.02,15085.0,4,4,3+,10,East,Relatively New,1784.0,0,1,0,0,0,Semi-Furnished,0,28.5074472,76.9888715
tashee capital gateway,Sector 111 ,2.1,11206.0,3,3,3,7,East,New Property,1670.0,0,1,0,0,0,Unknown,0,28.5174115,77.0323295
rof ananda,Sector 95 ,0.59,9147.0,2,2,2,4,North-East,Relatively New,742.0,1,0,0,1,0,Semi-Furnished,3,28.41882561402341,76.90533351051297
cosmos express 99,Sector 99 ,0.82,10314.0,1,1,2,6,East,New Property,716.0,1,0,0,1,0,Unknown,0,28.454696638888887,76.96118163888889
raheja vedaanta,Sector 108 ,1.38,9369.0,2,2,2,6,East,Relatively New,1313.0,1,0,0,1,0,Semi-Furnished,1,28.5101495,76.9886076
emaar mgf the palm drive,Sector 66 ,2.2,18333.0,2,2,2,8,East,Moderately Old,1052.0,1,0,0,1,0,Furnished,2,28.40161388888889,77.05111388888889
paras dews,Sector 106 ,1.58,11408.0,2,2,3+,6,East,Relatively New,940.0,1,0,0,1,0,Semi-Furnished,0,28.4987352,77.0000388
bestech park view ananda,Sector 81 ,1.56,11471.0,2,2,3,6,West,Moderately Old,1120.0,1,0,0,1,0,Semi-Furnished,6,28.3898203,76.9519213
krisumi waterfall residences,Sector 36A ,2.9,19608.0,2,2,2,9,East,New Property,1350.0,1,0,0,1,0,Furnished,0,28.4172674,76.9741858
vatika city,Sector 49 ,6.2,20674.0,4,5,3,15,East,Old Property,2336.11,1,1,0,0,0,Semi-Furnished,3,28.40588792410932,77.04614735679873
unitech fresco,Nirvana Country,2.25,15306.0,2,2,2,10,East,Relatively New,1460.0,1,0,0,0,0,Semi-Furnished,11,28.41538333333333,77.06068888888889
tulip monsella,Sector 53 ,8.25,28706.0,3,4,3,25,East,Relatively New,2420.0,0,1,1,1,0,Furnished,15,28.43734448329209,77.10070276571724
mahindra aura,Sector 110 A ,3.35,13976.0,4,4,3+,2,East,Moderately Old,2136.0,0,1,0,0,0,Semi-Furnished,0,28.51290277777778,77.02622222222222
hero homes,Sector 104 ,1.65,15014.0,2,2,3,25,North,New Property,939.0,0,1,0,0,0,Semi-Furnished,6,28.483826,76.9935934
ireo uptown,Sector 66 ,2.35,17577.0,2,2,3,1,South-East,Moderately Old,1310.0,0,1,0,0,0,Semi-Furnished,7,28.39843261386111,77.06001285463888
tarc maceo,Sector 91 ,1.4,10687.0,2,2,2,8,North,Relatively New,1041.0,0,1,0,0,0,Unknown,1,28.405908333333333,76.92593333333333
dlf new town heights 2,Sector 86 ,2.0,10363.0,3,4,3+,20,North-West,Moderately Old,1754.0,0,1,0,1,0,Unknown,0,28.4026192,76.9379732
ireo the corridors,Sector 67A ,2.95,15929.0,3,4,2,7,South-West,Relatively New,1850.0,0,1,1,0,0,Semi-Furnished,0,28.38254740397222,77.06754952669444
experion windchants,Sector 112 ,6.31,16769.0,3,5,2,17,South-West,Relatively New,2873.18,0,1,0,1,0,Semi-Furnished,4,28.5163392,77.0161534
central park resorts,Sector 48 ,15.0,38158.0,4,4,3+,11,North-East,Moderately Old,3504.0,1,1,0,1,0,Semi-Furnished,0,28.42588033059948,77.03388822792462
shapoorji pallonji joyville gurugram,Sector 102 ,2.15,15832.0,3,2,2,16,West,Relatively New,1364.0,1,1,0,1,0,Semi-Furnished,2,28.479251,76.973697
delphine central park estates,Sector 104 ,9.7,22867.0,3,3,3,14,North,Under Construction,4242.0,1,0,0,0,0,Unknown,33,28.47878,76.99599
alpha corp gurgaonone 84,Sector 84 ,1.69,11017.0,2,2,3,19,North,Relatively New,1345.0,1,0,0,0,0,Unknown,4,28.4055119,76.96563659972223
signature global park,Sohna,1.3,10612.0,3,2,3,3,South,New Property,1092.0,1,0,0,0,0,Unknown,0,28.29176748674665,77.06333609457509
royal palm apartments,Sector 56 ,1.5,15000.0,2,2,1,3,East,Old Property,900.0,0,0,0,1,0,Semi-Furnished,0,28.420788,77.098314
umang winter hills,Sector 77 ,1.34,9985.0,2,2,2,12,North,Relatively New,1173.0,0,0,0,0,1,Unknown,0,28.381396174179446,76.97925827598117
ireo the corridors,Sector 67A ,3.4,17895.0,3,3,2,7,North-West,Relatively New,1720.0,1,1,0,1,1,Furnished,6,28.383628,77.06771397222222
m3m soulitude,Sector 89 ,1.64,10977.0,3,3,3,4,South-East,New Property,1332.0,1,0,0,0,0,Semi-Furnished,20,28.418825,76.9495783
bestech park view grand spa,Sector 81 ,4.38,12622.0,4,6,3+,10,North-East,Relatively New,2776.0,0,1,0,0,0,Semi-Furnished,15,28.3929468,76.9492886
alpha corp gurgaonone 84,Sector 84 ,1.7,11082.0,2,2,3,8,North,Moderately Old,1431.0,0,0,0,0,1,Semi-Furnished,15,28.40592519972222,76.9657459
godrej meridien,Sector 106 ,3.2,15976.0,3,3,3,1,North,Relatively New,2302.0,0,1,0,0,0,Semi-Furnished,0,28.507016666666665,76.98858888888888
godrej nature plus,Sector-33 Sohna,1.46,10542.0,2,2,3+,10,West,New Property,1592.0,0,1,0,0,0,Semi-Furnished,24,28.27870833333333,77.06969444444444
m3m crown,Sector 111 ,2.83,15507.0,3,3,3,16,East,Relatively New,1627.0,1,0,0,0,0,Unknown,0,28.5324813,77.01872919972222
m3m crown,Sector 111 ,3.22,15481.0,3,3,3,12,North,Relatively New,1854.0,1,0,0,0,0,Unknown,0,28.5324813,77.01872919972222
dlf windsor court,DLF Phase 4,8.95,30247.0,4,4,3,15,North-East,Old Property,2940.0,0,1,0,0,0,Semi-Furnished,13,28.4640467,77.0864764
ramprastha the edge towers,Sector 37D ,1.2,8696.0,2,2,3,7,North-East,Moderately Old,1180.0,0,1,0,0,0,Semi-Furnished,0,28.4471267,76.9689867
signature global park 4,Sector 36 Sohna,1.15,10268.0,3,2,3,4,North,New Property,1287.0,0,1,0,0,0,Unknown,3,28.2982911,77.061448
krisumi waterfall residences,Sector 36A ,3.82,19540.0,2,2,3,2,North-West,Relatively New,1705.0,1,1,0,0,0,Unknown,6,28.4174315,76.9744744
mapsko mount ville,Sector 79 ,1.87,12550.0,3,3,3+,3,East,Relatively New,1160.0,1,1,0,0,0,Semi-Furnished,0,28.3612299,76.9704349
unitech uniworld gardens 2,Sector 47 ,1.41,14491.0,2,2,2,7,East,Moderately Old,922.0,1,1,0,0,0,Semi-Furnished,24,28.425666666666668,77.04190277777778
bestech park view city 2,Sector 49 ,3.8,17650.0,3,4,3+,10,North-East,Relatively New,1919.0,1,1,0,0,0,Semi-Furnished,6,28.4027326063422,77.04529524425536
cosmos express 99,Sector 99 ,3.0,10000.0,4,6,2,5,North-East,New Property,2544.0,0,1,0,0,0,Semi-Furnished,0,28.454496,76.9610224
indiabulls centrum park,Sector 103 ,1.85,11364.0,2,2,3,G,North-East,New Property,1871.0,1,0,0,0,0,Unknown,7,28.499023,76.983105
ss linden floors,Sector 84 ,3.2,11429.0,4,4,3,1,East,New Property,2496.0,0,1,0,0,0,Furnished,0,28.40832800310424,76.95857811993548
conscient heritage max,Sector 102 ,2.65,13723.0,3,4,3,22,North-East,Relatively New,1721.0,0,1,0,0,0,Semi-Furnished,25,28.47008752556072,76.97092951677041
hero homes,Sector 104 ,1.74,21750.0,2,2,2,10,East,New Property,920.0,0,1,0,0,0,Semi-Furnished,6,28.4836982,76.9933831
godrej air,Sector 85 ,2.0,13996.0,2,2,2,16,North,New Property,1274.0,0,1,0,0,0,Semi-Furnished,0,28.40663590849495,76.9522864648757
altura at dxp 92,Sector 92 ,2.15,9430.0,4,4,2,12,North,New Property,2032.0,0,1,0,0,0,Semi-Furnished,0,28.41409722222222,76.91478611111111
dlf the icon,DLF Phase 5,8.3,31801.0,4,5,3+,7,West,Moderately Old,2326.0,0,1,0,0,0,Semi-Furnished,0,28.451480555555555,77.094675
chintels serenity,Sector 109 ,2.95,15090.0,3,3,2,5,North-East,Relatively New,1742.0,0,1,0,0,0,Semi-Furnished,6,28.51484675185084,77.00494045802827
conscient heritage max,Sector 102 ,2.6,13388.0,3,4,3+,17,North-East,Moderately Old,1731.0,0,1,0,0,0,Semi-Furnished,6,28.4743936,76.9738047
ss one,Sector 83 ,2.2,11892.0,3,3,3,24,North-East,Under Construction,1649.0,1,0,0,1,0,Unknown,22,28.39661,76.97283
dlf trinity towers,DLF Phase 5,6.85,28721.0,4,4,3,20,North-East,Old Property,2380.0,0,1,0,0,0,Semi-Furnished,0,28.4492193,77.0954453
godrej meridien,Sector 106 ,3.1,15485.0,3,3,3+,12,North-East,New Property,1784.0,0,1,0,0,0,Semi-Furnished,0,28.50700592609393,76.98852360248566
microtek greenburg,Sector 86 ,3.58,15667.0,3,4,3+,4,North-East,Moderately Old,2085.0,0,1,0,0,0,Semi-Furnished,0,28.394485793416667,76.94489512591667
emaar mgf emerald floors premier,Sector 65 ,2.71,16938.0,3,3,3,2,East,Relatively New,1839.0,1,0,0,0,0,Furnished,0,28.397397487322458,77.07088634328291
emaar gurgaon greens,Sector 102 ,1.88,11394.0,3,3,3,11,North-East,Relatively New,1323.0,0,1,0,0,0,Unknown,15,28.47462,76.96577879972223
the close south,Nirvana Country,6.26,20207.0,4,5,2,G,West,Moderately Old,2950.0,0,1,0,1,1,Semi-Furnished,23,28.4131137,77.0703592
ats kocoon,Sector 109 ,2.3,13181.0,3,3,3,2,North-East,Moderately Old,1550.0,0,1,0,1,1,Semi-Furnished,7,28.508256,77.0024822
ireo the corridors,Sector 67A ,2.5,19290.0,2,2,2,6,West,Moderately Old,1005.0,0,1,0,1,1,Semi-Furnished,25,28.3852343,77.0694556
mahindra aura,Sector 110 A ,2.15,15281.0,3,3,2,2,North-West,Relatively New,1254.0,0,1,0,0,0,Semi-Furnished,0,28.5119628,77.027681
m3m natura,Sector 68 ,1.5,12048.0,2,2,3,16,North,Relatively New,1145.0,0,0,0,0,1,Semi-Furnished,0,28.376041666666666,77.04365277777778
pareena mi casa,Sector 68 ,1.06,12254.0,2,1,2,12,East,Relatively New,771.0,0,0,0,1,0,Semi-Furnished,0,28.3873332,77.0423493
central park resorts,Sector 48 ,4.0,28209.0,2,2,3+,2,East,Moderately Old,1242.0,1,0,0,0,0,Semi-Furnished,22,28.425255555555555,77.03333055555555
dlf park place,Sector 54 ,6.7,33753.0,3,3,2,10,East,Relatively New,2282.0,1,0,0,0,0,Semi-Furnished,6,28.44451111111111,77.10917777777777
vatika city homes,Sector 83 ,1.75,10057.0,3,3,3,7,East,Moderately Old,1551.0,0,0,1,0,0,Semi-Furnished,0,28.396782,76.969053
vatika sovereign park,Sector 99 ,3.89,13993.0,3,3,3+,5,North-East,New Property,2478.0,1,1,0,1,0,Semi-Furnished,6,28.4642006,76.9665903
godrej air,Sector 85 ,4.05,15583.0,4,4,3+,4,North-East,New Property,2144.0,0,1,1,0,0,Semi-Furnished,16,28.407511944444444,76.95097583333333
m3m polo suites,Sector 65 ,11.0,27431.0,4,4,3+,4,East,New Property,3574.0,1,0,0,1,0,Semi-Furnished,0,28.400972222222222,77.06998333333333
unitech escape,Nirvana Country,3.2,15489.0,3,4,2,16,East,Relatively New,2000.0,0,1,1,0,0,Semi-Furnished,12,28.415377777777778,77.0607111111111
